country,points,price,province,variety
US,87,24,Oregon,Pinot Noir
US,94,35,California,Chardonnay
France,84,16,Beaujolais,Rosé
US,85,50,California,Pinot Noir
US,92,45,California,Pinot Noir
US,86,14,Oregon,Pinot Noir
US,90,70,California,Cabernet Sauvignon
Chile,86,19,Leyda Valley,Pinot Noir
US,90,90,California,Cabernet Sauvignon
Chile,88,24,Casablanca Valley,Pinot Noir
US,93,125,California,Cabernet Sauvignon
US,94,105,Oregon,Pinot Noir
US,85,35,California,Pinot Noir
US,87,55,California,Chardonnay
US,90,24,New York,Cabernet Sauvignon
US,90,60,California,Chardonnay
US,91,33,Pennsylvania,Chardonnay
Chile,85,15,Casablanca Valley,Pinot Noir
US,92,40,California,Chardonnay
France,86,23,Burgundy,Pinot Noir
US,96,82,California,Pinot Noir
US,85,34,New York,Cabernet Sauvignon
France,94,220,Burgundy,Pinot Noir
France,87,50,Alsace,Pinot Noir
France,88,80,Burgundy,Pinot Noir
US,86,24,California,Chardonnay
US,91,30,California,Pinot Noir
Argentina,85,12,Mendoza Province,Cabernet Sauvignon
US,91,60,California,Pinot Noir
US,89,32,California,Chardonnay
US,92,54,California,Pinot Noir
US,84,18,California,Rosé
US,90,12,California,Pinot Noir
US,91,30,Oregon,Pinot Noir
US,94,62,California,Pinot Noir
US,91,65,California,Cabernet Sauvignon
US,88,22,Washington,Cabernet Sauvignon
US,85,48,California,Chardonnay
France,88,63,Burgundy,Chardonnay
US,87,40,Oregon,Cabernet Sauvignon
US,86,17,California,Chardonnay
US,96,65,California,Chardonnay
France,90,27,Burgundy,Chardonnay
France,88,50,Burgundy,Pinot Noir
US,91,72,California,Cabernet Sauvignon
US,86,36,Oregon,Pinot Noir
France,90,55,Burgundy,Pinot Noir
US,87,25,New York,Rosé
US,94,54,California,Pinot Noir
France,85,16,Languedoc-Roussillon,Chardonnay
US,92,65,California,Pinot Noir
Argentina,89,16,Mendoza Province,Cabernet Sauvignon
US,93,65,Oregon,Pinot Noir
US,85,38,California,Pinot Noir
US,91,52,Oregon,Pinot Noir
US,81,15,New York,Pinot Noir
US,92,28,California,Chardonnay
US,86,36,Washington,Pinot Noir
US,87,12,Oregon,Chardonnay
US,86,20,California,Cabernet Sauvignon
US,91,35,California,Chardonnay
US,90,20,California,Chardonnay
France,88,23,Alsace,Pinot Noir
US,87,29,Oregon,Pinot Noir
US,90,65,Oregon,Pinot Noir
US,91,20,California,Chardonnay
US,90,88,California,Chardonnay
US,95,75,California,Cabernet Sauvignon
US,86,12,New York,Chardonnay
France,86,20,Bordeaux,Rosé
US,90,75,Oregon,Pinot Noir
France,87,44,Burgundy,Chardonnay
US,91,35,California,Chardonnay
US,90,25,California,Chardonnay
US,93,40,California,Pinot Noir
France,93,90,Burgundy,Pinot Noir
US,90,20,California,Pinot Noir
US,85,30,California,Pinot Noir
US,88,38,California,Pinot Noir
Argentina,90,150,Other,Pinot Noir
France,92,180,Burgundy,Chardonnay
US,83,17,California,Chardonnay
US,87,90,California,Cabernet Sauvignon
US,87,30,California,Chardonnay
US,85,26,Oregon,Pinot Noir
Italy,91,40,Sicily & Sardinia,Cabernet Sauvignon
US,85,14,California,Pinot Noir
France,88,12,Provence,Rosé
US,96,63,Oregon,Pinot Noir
US,92,30,Oregon,Chardonnay
France,89,90,Burgundy,Chardonnay
US,93,78,California,Chardonnay
France,93,197,Burgundy,Pinot Noir
France,92,67,Champagne,Chardonnay
France,95,90,Champagne,Chardonnay
US,88,70,California,Pinot Noir
Italy,90,30,Piedmont,Chardonnay
US,86,40,California,Pinot Noir
Argentina,87,18,Mendoza Province,Cabernet Sauvignon
US,90,30,California,Cabernet Sauvignon
US,92,35,Washington,Cabernet Sauvignon
Argentina,89,20,Mendoza Province,Cabernet Sauvignon
Chile,93,69,Puente Alto,Cabernet Sauvignon
France,90,40,Burgundy,Chardonnay
US,93,45,California,Chardonnay
US,91,38,Washington,Cabernet Sauvignon
Chile,88,12,Maule Valley,Pinot Noir
US,87,65,Oregon,Pinot Noir
US,89,65,Oregon,Pinot Noir
US,89,20,California,Chardonnay
US,84,12,California,Cabernet Sauvignon
Chile,88,13,Maipo Valley-Colchagua Valley,Cabernet Sauvignon
US,90,23,California,Chardonnay
US,87,25,California,Cabernet Sauvignon
Chile,87,14,Maipo Valley,Cabernet Sauvignon
France,88,42,Burgundy,Chardonnay
US,90,23,California,Chardonnay
US,92,42,California,Pinot Noir
US,91,35,California,Cabernet Sauvignon
US,92,90,California,Cabernet Sauvignon
US,85,16,Massachusetts,Chardonnay
US,88,20,California,Pinot Noir
US,83,10,California,Chardonnay
US,88,16,California,Chardonnay
US,93,40,California,Pinot Noir
US,92,25,California,Chardonnay
France,96,115,Burgundy,Chardonnay
France,84,15,Bordeaux,Rosé
US,91,15,Oregon,Chardonnay
Italy,89,40,Veneto,Cabernet Sauvignon
US,91,35,Oregon,Chardonnay
US,88,34,California,Cabernet Sauvignon
US,84,18,Virginia,Chardonnay
US,93,75,California,Chardonnay
Chile,85,13,Colchagua Valley,Rosé
US,91,25,California,Cabernet Sauvignon
Chile,85,11,Central Valley,Cabernet Sauvignon
US,85,25,California,Chardonnay
Italy,89,28,Northeastern Italy,Chardonnay
US,89,32,California,Pinot Noir
US,95,56,California,Pinot Noir
US,90,105,California,Cabernet Sauvignon
US,87,25,California,Chardonnay
US,90,85,California,Pinot Noir
US,88,18,Oregon,Chardonnay
France,89,67,Champagne,Chardonnay
Chile,83,8,Central Valley,Cabernet Sauvignon
France,86,13,Languedoc-Roussillon,Pinot Noir
US,88,18,New York,Chardonnay
US,92,115,California,Cabernet Sauvignon
US,83,45,California,Pinot Noir
US,92,44,California,Pinot Noir
US,87,19,California,Cabernet Sauvignon
France,87,16,Burgundy,Chardonnay
France,93,330,Burgundy,Pinot Noir
US,92,45,Oregon,Pinot Noir
France,91,90,Burgundy,Chardonnay
US,87,50,California,Pinot Noir
US,86,20,Virginia,Chardonnay
US,91,40,California,Pinot Noir
US,90,21,California,Cabernet Sauvignon
US,92,28,California,Cabernet Sauvignon
Argentina,85,10,Mendoza Province,Cabernet Sauvignon
France,87,20,Provence,Rosé
Chile,85,10,Maule Valley,Chardonnay
US,90,50,California,Cabernet Sauvignon
Italy,90,30,Sicily & Sardinia,Chardonnay
Chile,81,10,Maipo Valley,Chardonnay
Chile,86,15,Limarí Valley,Pinot Noir
US,84,13,California,Chardonnay
US,90,38,Oregon,Pinot Noir
France,89,26,Burgundy,Chardonnay
US,93,70,California,Pinot Noir
US,95,125,California,Cabernet Sauvignon
US,93,85,California,Cabernet Sauvignon
US,90,23,California,Chardonnay
France,88,26,Burgundy,Chardonnay
France,89,22,Rhône Valley,Rosé
France,87,60,Burgundy,Pinot Noir
US,90,39,California,Cabernet Sauvignon
US,88,20,California,Cabernet Sauvignon
France,87,7,France Other,Pinot Noir
US,86,55,California,Pinot Noir
US,85,18,California,Pinot Noir
Italy,87,16,Tuscany,Cabernet Sauvignon
US,85,15,California,Pinot Noir
US,91,38,California,Chardonnay
France,93,99,Burgundy,Pinot Noir
Chile,85,15,Casablanca & Leyda Valleys,Chardonnay
US,86,14,California,Chardonnay
US,81,17,California,Pinot Noir
France,90,55,Alsace,Pinot Noir
US,91,40,California,Chardonnay
Argentina,83,9,Mendoza Province,Cabernet Sauvignon
US,90,44,California,Pinot Noir
US,90,55,Washington,Cabernet Sauvignon
US,90,36,Oregon,Pinot Noir
France,85,32,Burgundy,Pinot Noir
US,89,50,California,Cabernet Sauvignon
US,86,90,California,Cabernet Sauvignon
France,90,95,Burgundy,Pinot Noir
Italy,91,36,Lombardy,Chardonnay
US,87,20,California,Chardonnay
US,90,35,California,Pinot Noir
US,85,17,California,Pinot Noir
US,88,28,California,Pinot Noir
US,86,34,California,Cabernet Sauvignon
US,87,34,California,Pinot Noir
France,87,26,Burgundy,Chardonnay
France,84,16,Southwest France,Rosé
US,89,49,Washington,Cabernet Sauvignon
US,90,55,California,Cabernet Sauvignon
US,87,50,California,Chardonnay
US,91,56,California,Pinot Noir
US,84,75,California,Cabernet Sauvignon
US,89,20,New York,Rosé
France,84,20,Provence,Rosé
US,85,28,Virginia,Chardonnay
US,85,10,Washington,Chardonnay
France,86,13,Southwest France,Rosé
US,92,22,California,Chardonnay
US,93,44,California,Pinot Noir
US,90,47,New York,Pinot Noir
Chile,91,24,Maipo Valley,Cabernet Sauvignon
US,95,55,California,Chardonnay
US,92,39,California,Chardonnay
France,86,30,Burgundy,Chardonnay
US,87,38,Washington,Cabernet Sauvignon
US,87,40,Washington,Cabernet Sauvignon
US,88,50,California,Pinot Noir
US,88,27,California,Pinot Noir
US,82,16,Oregon,Pinot Noir
US,88,50,Oregon,Pinot Noir
US,90,32,Oregon,Pinot Noir
France,92,52,Provence,Rosé
US,88,38,Washington,Cabernet Sauvignon
US,85,28,California,Cabernet Sauvignon
US,82,11,California,Cabernet Sauvignon
US,94,235,California,Cabernet Sauvignon
US,92,48,California,Pinot Noir
France,84,14,Languedoc-Roussillon,Rosé
US,91,50,Oregon,Pinot Noir
US,94,58,California,Pinot Noir
US,87,13,California,Cabernet Sauvignon
US,88,24,California,Pinot Noir
US,84,16,California,Chardonnay
US,94,100,Oregon,Pinot Noir
US,86,60,California,Pinot Noir
US,91,54,California,Pinot Noir
US,93,75,California,Chardonnay
US,87,55,Oregon,Pinot Noir
Chile,83,10,Curicó Valley,Pinot Noir
US,87,14,California,Chardonnay
US,86,23,Oregon,Pinot Noir
US,84,6,California,Chardonnay
US,87,41,California,Cabernet Sauvignon
US,89,25,California,Chardonnay
France,88,50,Burgundy,Chardonnay
US,87,50,California,Chardonnay
France,90,40,Burgundy,Chardonnay
France,85,28,Loire Valley,Rosé
US,82,18,California,Chardonnay
US,93,85,California,Cabernet Sauvignon
US,91,48,Washington,Chardonnay
US,93,45,California,Pinot Noir
France,84,18,Burgundy,Chardonnay
Argentina,86,20,Mendoza Province,Cabernet Sauvignon
US,86,25,California,Pinot Noir
Italy,88,25,Northeastern Italy,Chardonnay
Chile,84,13,Casablanca Valley,Chardonnay
US,85,55,California,Cabernet Sauvignon
US,95,70,California,Pinot Noir
US,88,14,California,Rosé
US,93,40,California,Pinot Noir
US,92,20,California,Rosé
US,83,21,California,Pinot Noir
US,93,40,California,Pinot Noir
France,89,40,Burgundy,Pinot Noir
US,94,40,California,Pinot Noir
US,88,30,Oregon,Pinot Noir
US,90,30,Washington,Cabernet Sauvignon
US,92,90,California,Cabernet Sauvignon
US,88,40,California,Cabernet Sauvignon
US,92,100,California,Cabernet Sauvignon
US,85,15,California,Cabernet Sauvignon
US,95,75,California,Cabernet Sauvignon
Argentina,85,13,Mendoza Province,Chardonnay
France,90,24,Alsace,Pinot Noir
US,92,48,California,Cabernet Sauvignon
US,95,48,California,Chardonnay
US,87,48,California,Pinot Noir
US,84,38,California,Pinot Noir
US,87,32,Oregon,Pinot Noir
France,85,20,Burgundy,Chardonnay
US,87,17,Washington,Chardonnay
US,94,68,California,Chardonnay
US,89,26,California,Cabernet Sauvignon
US,92,65,California,Pinot Noir
US,87,30,California,Pinot Noir
France,90,20,Alsace,Chardonnay
US,90,25,California,Cabernet Sauvignon
US,87,34,Oregon,Pinot Noir
Chile,85,19,Limarí Valley,Pinot Noir
US,94,65,Oregon,Pinot Noir
US,87,21,California,Rosé
US,92,65,California,Chardonnay
US,94,62,California,Chardonnay
France,87,35,Burgundy,Chardonnay
US,85,18,California,Pinot Noir
Argentina,83,19,Mendoza Province,Pinot Noir
France,91,26,Rhône Valley,Rosé
Chile,80,25,Casablanca Valley,Pinot Noir
US,92,55,Oregon,Pinot Noir
US,88,20,California,Cabernet Sauvignon
US,85,11,California,Pinot Noir
US,86,14,Oregon,Pinot Noir
US,92,48,California,Pinot Noir
US,87,14,California,Chardonnay
US,89,50,Washington,Cabernet Sauvignon
US,89,18,California,Chardonnay
US,89,26,Oregon,Pinot Noir
US,88,38,California,Pinot Noir
US,88,18,California,Rosé
US,87,56,California,Pinot Noir
US,87,86,California,Cabernet Sauvignon
France,86,12,Rhône Valley,Rosé
Chile,84,10,Curicó Valley,Cabernet Sauvignon
US,92,40,California,Chardonnay
Chile,88,28,Colchagua Valley,Cabernet Sauvignon
US,87,45,California,Chardonnay
US,84,25,Virginia,Chardonnay
US,92,70,Oregon,Chardonnay
France,92,80,Champagne,Chardonnay
US,88,29,California,Chardonnay
US,86,50,California,Pinot Noir
US,85,14,California,Chardonnay
US,83,40,California,Cabernet Sauvignon
US,87,35,California,Chardonnay
US,87,15,California,Pinot Noir
US,89,48,California,Pinot Noir
France,89,18,Provence,Rosé
US,92,65,Oregon,Pinot Noir
US,89,20,Oregon,Pinot Noir
Italy,93,50,Tuscany,Cabernet Sauvignon
US,85,25,Michigan,Pinot Noir
US,90,25,California,Cabernet Sauvignon
US,92,22,California,Chardonnay
US,90,18,California,Chardonnay
US,90,65,California,Cabernet Sauvignon
US,94,70,California,Chardonnay
Italy,93,60,Central Italy,Chardonnay
France,88,54,Burgundy,Chardonnay
US,91,45,Oregon,Pinot Noir
US,89,32,Washington,Cabernet Sauvignon
US,86,36,California,Chardonnay
US,91,65,Oregon,Pinot Noir
US,92,100,California,Cabernet Sauvignon
Italy,92,120,Tuscany,Chardonnay
US,88,57,California,Pinot Noir
US,90,36,California,Pinot Noir
US,92,20,California,Rosé
US,87,14,New York,Pinot Noir
US,90,125,Oregon,Pinot Noir
France,86,14,Provence,Rosé
US,82,16,California,Chardonnay
France,88,40,Burgundy,Pinot Noir
US,85,12,California,Cabernet Sauvignon
US,94,75,Oregon,Pinot Noir
US,88,16,California,Pinot Noir
France,90,35,Loire Valley,Pinot Noir
US,88,25,California,Cabernet Sauvignon
France,86,45,Burgundy,Chardonnay
France,90,65,Burgundy,Pinot Noir
US,93,55,California,Pinot Noir
US,88,75,California,Pinot Noir
US,91,48,California,Chardonnay
US,90,18,Oregon,Pinot Noir
US,83,20,California,Chardonnay
US,89,30,California,Cabernet Sauvignon
US,93,80,California,Pinot Noir
US,88,28,California,Pinot Noir
US,85,42,California,Pinot Noir
US,82,18,California,Rosé
France,86,20,Burgundy,Chardonnay
US,89,30,Oregon,Pinot Noir
US,88,70,California,Cabernet Sauvignon
US,93,55,Oregon,Pinot Noir
Chile,88,45,Casablanca Valley,Pinot Noir
US,82,35,California,Chardonnay
US,93,28,California,Chardonnay
US,86,48,California,Cabernet Sauvignon
France,87,10,Languedoc-Roussillon,Rosé
US,90,35,Oregon,Pinot Noir
France,95,200,Burgundy,Pinot Noir
US,88,35,California,Pinot Noir
US,92,53,California,Cabernet Sauvignon
US,87,13,New York,Chardonnay
France,95,125,Burgundy,Pinot Noir
US,89,175,California,Cabernet Sauvignon
US,85,20,California,Cabernet Sauvignon
US,93,50,California,Pinot Noir
US,90,54,California,Pinot Noir
US,92,35,Oregon,Pinot Noir
France,90,105,Burgundy,Pinot Noir
France,94,65,Champagne,Chardonnay
US,92,38,California,Cabernet Sauvignon
US,86,29,California,Cabernet Sauvignon
France,94,75,Burgundy,Chardonnay
US,84,45,California,Chardonnay
US,88,35,New York,Chardonnay
US,84,18,California,Cabernet Sauvignon
US,82,22,California,Pinot Noir
US,91,25,California,Chardonnay
US,85,50,California,Pinot Noir
US,89,32,California,Pinot Noir
US,90,48,California,Pinot Noir
US,87,45,California,Cabernet Sauvignon
US,92,60,California,Pinot Noir
US,88,18,California,Chardonnay
US,90,47,California,Chardonnay
US,83,35,California,Chardonnay
France,89,30,Provence,Rosé
US,86,28,New York,Pinot Noir
US,91,55,California,Chardonnay
US,94,100,California,Cabernet Sauvignon
US,86,25,California,Chardonnay
Chile,87,40,Leyda Valley,Pinot Noir
US,91,40,California,Chardonnay
US,88,40,Washington,Cabernet Sauvignon
US,88,75,California,Pinot Noir
France,88,50,Alsace,Pinot Noir
US,93,160,California,Cabernet Sauvignon
France,93,39,Burgundy,Chardonnay
US,88,15,Oregon,Chardonnay
US,93,50,California,Pinot Noir
Italy,89,55,Tuscany,Cabernet Sauvignon
US,88,28,Oregon,Pinot Noir
US,87,30,Oregon,Pinot Noir
US,82,11,Washington,Pinot Noir
US,84,30,California,Chardonnay
US,88,25,Washington,Chardonnay
US,89,14,California,Chardonnay
France,93,65,Burgundy,Pinot Noir
US,91,34,Oregon,Cabernet Sauvignon
US,94,87,Washington,Cabernet Sauvignon
US,88,60,California,Pinot Noir
France,88,22,Provence,Rosé
US,85,60,California,Pinot Noir
US,87,11,Washington,Cabernet Sauvignon
US,88,54,California,Cabernet Sauvignon
France,93,70,Champagne,Pinot Noir
US,88,40,California,Pinot Noir
US,88,49,Oregon,Pinot Noir
US,90,30,California,Chardonnay
US,87,85,California,Cabernet Sauvignon
US,83,18,Oregon,Chardonnay
US,88,13,Washington,Cabernet Sauvignon
US,88,35,Colorado,Chardonnay
US,91,130,California,Cabernet Sauvignon
US,95,85,Oregon,Pinot Noir
Italy,87,35,Sicily & Sardinia,Chardonnay
US,88,36,California,Pinot Noir
US,81,11,California,Cabernet Sauvignon
France,87,50,Burgundy,Chardonnay
US,93,27,California,Chardonnay
France,87,35,Burgundy,Pinot Noir
France,88,46,Burgundy,Chardonnay
France,88,14,Provence,Rosé
US,93,55,California,Pinot Noir
France,88,15,Provence,Rosé
US,91,38,California,Chardonnay
US,83,8,California,Cabernet Sauvignon
US,90,15,California,Cabernet Sauvignon
US,88,14,Washington,Chardonnay
US,87,25,California,Cabernet Sauvignon
France,85,16,Burgundy,Chardonnay
US,94,105,California,Pinot Noir
France,85,18,Languedoc-Roussillon,Chardonnay
US,84,35,California,Pinot Noir
US,92,25,California,Chardonnay
US,86,20,California,Chardonnay
Argentina,86,20,Mendoza Province,Cabernet Sauvignon
US,89,35,California,Chardonnay
Chile,85,13,Curicó Valley,Cabernet Sauvignon
US,92,85,Oregon,Pinot Noir
US,90,45,California,Chardonnay
France,92,78,Burgundy,Chardonnay
Chile,90,20,Maipo Valley,Cabernet Sauvignon
US,92,66,Oregon,Pinot Noir
US,90,42,California,Cabernet Sauvignon
France,92,75,Burgundy,Chardonnay
US,91,22,California,Pinot Noir
France,93,128,Burgundy,Chardonnay
US,92,49,California,Pinot Noir
US,91,60,California,Chardonnay
US,88,25,California,Chardonnay
US,94,60,California,Pinot Noir
US,86,13,California,Cabernet Sauvignon
US,88,45,California,Pinot Noir
US,93,51,California,Pinot Noir
US,87,25,California,Cabernet Sauvignon
US,86,26,California,Cabernet Sauvignon
US,86,18,California,Pinot Noir
US,90,125,California,Cabernet Sauvignon
US,84,18,California,Chardonnay
US,86,50,California,Chardonnay
US,93,55,California,Pinot Noir
France,89,50,Burgundy,Chardonnay
US,90,25,California,Chardonnay
US,90,36,California,Pinot Noir
US,87,23,Washington,Cabernet Sauvignon
US,90,45,California,Pinot Noir
Chile,86,8,Central Valley,Chardonnay
US,87,44,California,Pinot Noir
France,91,115,Burgundy,Pinot Noir
US,86,24,California,Pinot Noir
US,87,18,California,Chardonnay
US,82,24,Oregon,Cabernet Sauvignon
US,93,40,California,Pinot Noir
US,82,33,Washington,Cabernet Sauvignon
US,85,18,Washington,Cabernet Sauvignon
France,91,20,Provence,Rosé
Italy,87,22,Tuscany,Rosé
US,84,10,California,Cabernet Sauvignon
US,86,36,California,Chardonnay
US,86,23,California,Pinot Noir
Chile,87,10,Central Valley,Cabernet Sauvignon
US,92,50,California,Chardonnay
US,92,38,California,Chardonnay
US,86,40,California,Cabernet Sauvignon
France,94,62,Champagne,Chardonnay
France,85,23,Burgundy,Chardonnay
US,83,10,California,Chardonnay
France,92,80,Champagne,Chardonnay
Chile,86,10,Curicó Valley,Cabernet Sauvignon
US,86,28,California,Chardonnay
US,86,55,California,Pinot Noir
Chile,87,25,Maipo Valley,Cabernet Sauvignon
US,82,15,California,Chardonnay
US,92,50,California,Pinot Noir
Argentina,89,15,Mendoza Province,Cabernet Sauvignon
France,83,25,Burgundy,Chardonnay
Chile,86,12,Casablanca Valley,Pinot Noir
US,84,21,California,Rosé
France,88,28,Burgundy,Chardonnay
France,88,20,Provence,Rosé
France,92,220,Burgundy,Chardonnay
US,86,10,California,Chardonnay
US,91,65,California,Cabernet Sauvignon
France,85,17,France Other,Rosé
US,87,18,Virginia,Cabernet Sauvignon
US,85,22,Oregon,Pinot Noir
US,87,22,Washington,Chardonnay
Argentina,82,12,Mendoza Province,Rosé
US,88,28,California,Chardonnay
US,93,75,California,Cabernet Sauvignon
US,93,34,California,Pinot Noir
US,87,12,California,Cabernet Sauvignon
US,95,70,California,Pinot Noir
US,84,6,California,Chardonnay
France,90,42,Burgundy,Pinot Noir
US,92,65,California,Cabernet Sauvignon
France,87,15,Bordeaux,Cabernet Sauvignon
US,90,25,Washington,Cabernet Sauvignon
France,88,65,Burgundy,Pinot Noir
Argentina,84,13,Mendoza Province,Cabernet Sauvignon
US,90,60,California,Cabernet Sauvignon
US,89,55,California,Pinot Noir
France,93,100,Burgundy,Pinot Noir
US,90,45,California,Pinot Noir
US,93,50,California,Chardonnay
US,93,45,California,Chardonnay
US,85,38,California,Pinot Noir
US,82,39,Oregon,Pinot Noir
France,83,16,Alsace,Pinot Noir
US,87,13,California,Pinot Noir
US,90,38,California,Chardonnay
US,93,89,California,Cabernet Sauvignon
France,87,26,Burgundy,Pinot Noir
France,92,38,Burgundy,Chardonnay
US,84,18,California,Chardonnay
US,91,30,California,Pinot Noir
US,93,95,California,Cabernet Sauvignon
Chile,88,18,Maule Valley,Cabernet Sauvignon
US,87,40,California,Cabernet Sauvignon
Italy,84,16,Southern Italy,Chardonnay
US,86,75,California,Cabernet Sauvignon
US,89,65,California,Pinot Noir
US,89,18,California,Pinot Noir
US,95,50,California,Pinot Noir
US,88,40,Oregon,Pinot Noir
US,90,11,California,Pinot Noir
US,90,60,California,Pinot Noir
France,91,78,Burgundy,Pinot Noir
US,85,22,New York,Pinot Noir
US,91,58,California,Pinot Noir
US,93,58,California,Pinot Noir
US,90,30,California,Pinot Noir
US,88,40,California,Chardonnay
US,94,40,California,Chardonnay
US,89,22,California,Pinot Noir
US,93,50,California,Pinot Noir
France,90,14,Provence,Rosé
US,91,68,California,Pinot Noir
US,87,60,California,Cabernet Sauvignon
US,87,42,California,Pinot Noir
US,84,19,California,Pinot Noir
US,91,17,California,Chardonnay
US,86,18,California,Chardonnay
US,85,32,Virginia,Cabernet Sauvignon
US,86,25,Virginia,Chardonnay
US,85,26,Washington,Cabernet Sauvignon
US,81,18,California,Cabernet Sauvignon
US,87,13,Washington,Chardonnay
US,90,85,California,Cabernet Sauvignon
US,88,22,Oregon,Pinot Noir
US,92,31,California,Pinot Noir
France,85,17,Burgundy,Pinot Noir
US,91,40,California,Pinot Noir
US,89,25,California,Rosé
US,91,22,California,Rosé
US,91,18,California,Chardonnay
US,93,125,California,Cabernet Sauvignon
France,94,225,Burgundy,Chardonnay
US,87,15,California,Chardonnay
US,91,75,California,Pinot Noir
US,88,45,California,Pinot Noir
Chile,84,12,Maule Valley,Cabernet Sauvignon
US,92,65,California,Cabernet Sauvignon
Chile,85,15,Casablanca Valley,Pinot Noir
US,93,65,Oregon,Pinot Noir
France,90,33,Alsace,Pinot Noir
US,81,10,California,Chardonnay
US,87,18,Washington,Chardonnay
US,92,65,Oregon,Chardonnay
Argentina,83,13,Mendoza Province,Pinot Noir
US,88,27,Oregon,Pinot Noir
US,90,60,Oregon,Pinot Noir
US,88,26,New York,Pinot Noir
Argentina,85,13,Other,Cabernet Sauvignon
US,88,30,California,Cabernet Sauvignon
US,92,52,California,Pinot Noir
US,87,45,California,Chardonnay
France,87,12,Southwest France,Chardonnay
US,92,30,California,Chardonnay
US,92,80,California,Cabernet Sauvignon
US,91,33,California,Chardonnay
France,84,22,Burgundy,Pinot Noir
US,91,48,California,Chardonnay
Chile,89,20,Casablanca Valley,Pinot Noir
US,83,25,California,Cabernet Sauvignon
US,90,90,California,Cabernet Sauvignon
US,93,70,California,Pinot Noir
US,91,30,Washington,Cabernet Sauvignon
US,91,95,California,Cabernet Sauvignon
US,87,25,California,Pinot Noir
France,94,460,Burgundy,Pinot Noir
US,92,40,California,Cabernet Sauvignon
US,91,55,Oregon,Pinot Noir
US,92,24,California,Rosé
US,87,35,California,Cabernet Sauvignon
US,87,19,California,Rosé
US,93,80,California,Cabernet Sauvignon
US,92,65,California,Pinot Noir
US,91,30,California,Rosé
US,86,11,Washington,Chardonnay
France,91,40,Burgundy,Chardonnay
US,83,30,California,Chardonnay
France,90,20,Provence,Rosé
US,88,20,Oregon,Pinot Noir
France,90,45,Burgundy,Pinot Noir
US,90,25,California,Pinot Noir
Argentina,83,11,Mendoza Province,Chardonnay
US,88,30,Washington,Cabernet Sauvignon
US,88,9,California,Cabernet Sauvignon
France,90,65,Burgundy,Chardonnay
US,89,32,California,Chardonnay
US,91,30,California,Chardonnay
US,91,95,California,Pinot Noir
Chile,87,15,Casablanca Valley,Pinot Noir
US,86,22,California,Chardonnay
France,88,16,Burgundy,Chardonnay
