sale_date,sale_price,house_square_feet,attic_finished_square_feet,basement_square_feet,attached_garage_square_feet,detached_garage_square_feet,fireplaces,hvac_description,exterior,interior,stories,roof_cover,year_built,bedrooms,bathrooms,waterfront_type,view_quality,utility_sewer
2020-08-04,320000,1224,0,0,483,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1955,3,1,,,SEWER/SEPTIC INSTALLED
2020-07-28,450000,1340,0,0,420,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1963,2,2,,,SEWER/SEPTIC INSTALLED
2020-08-05,349950,1452,0,0,400,0,0,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,2020,3,3,,,SEWER/SEPTIC INSTALLED
2020-07-21,475000,2923,120,0,400,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2016,4,3,,,SEWER/SEPTIC INSTALLED
2020-08-04,385000,1759,0,0,528,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1971,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-03,410000,1158,516,0,0,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,1,Composition Shingle,1930,3,3,,,SEWER/SEPTIC INSTALLED
2020-08-10,474995,2697,0,0,476,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,5,3,,,SEWER/SEPTIC INSTALLED
2020-08-07,245000,888,0,0,280,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1955,3,1,,,SEWER/SEPTIC INSTALLED
2020-08-05,500000,1985,0,0,1008,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1996,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-06,420000,1920,0,0,494,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2002,3,3,,,SEWER/SEPTIC INSTALLED
2020-08-05,421000,1416,0,0,600,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1997,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-05,410000,1889,0,0,0,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1958,4,1,,,SEWER/SEPTIC INSTALLED
2020-08-04,378000,1844,0,0,252,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2005,3,3,,,SEWER/SEPTIC INSTALLED
2020-07-27,425000,2282,0,0,751,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,1998,4,3,,,SEWER/SEPTIC INSTALLED
2020-08-06,398000,1540,0,0,400,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1991,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-09,625000,3385,0,0,751,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2012,4,3,,,SEWER/SEPTIC INSTALLED
2020-08-08,403000,2115,0,0,736,0,0,Electric Baseboard,Frame Vinyl,Drywall,2,Composition Shingle,2001,4,2,,,SEWER/SEPTIC INSTALLED
2020-08-10,342000,1172,0,0,0,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1930,4,2,,,SEWER/SEPTIC INSTALLED
2020-08-06,405000,1410,0,0,450,0,2,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1954,3,1,,,SEWER/SEPTIC INSTALLED
2020-08-07,465000,2653,0,0,420,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1977,4,3,,,SEWER/SEPTIC INSTALLED
2020-08-10,353000,1104,0,0,336,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1963,3,1,,,SEWER/SEPTIC INSTALLED
2020-07-27,695000,2162,272,0,760,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1997,3,3,,,SEWER/SEPTIC INSTALLED
2020-08-10,399000,1416,0,0,440,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2001,3,2,,,SEWER/SEPTIC INSTALLED
2020-07-29,435241,1988,0,0,462,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2020,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-06,430000,1871,0,0,250,0,0,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,1900,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-03,350000,1488,0,0,0,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1944,2,2,,,SEWER/SEPTIC INSTALLED
2020-07-30,859000,2979,0,1639,0,0,1,Warm and Cool Air Zone,Frame Stucco,Drywall,1,Composition Shingle,2007,3,4,,View Lim +,SEWER/SEPTIC INSTALLED
2020-08-10,400000,1878,0,0,418,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2001,4,3,,,SEWER/SEPTIC INSTALLED
2020-07-28,394000,2612,0,0,483,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2008,4,3,,,SEWER/SEPTIC INSTALLED
2020-08-03,276551,2832,0,0,620,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2019,4,3,,,SEWER/SEPTIC INSTALLED
2020-08-11,455000,1812,0,0,528,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2020,3,2,,,SEWER/SEPTIC INSTALLED
2020-07-24,605000,2048,0,0,576,0,2,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1970,4,2,,,SEWER/SEPTIC INSTALLED
2020-07-24,605000,600,0,0,0,0,0,No Heat,Cedar Unfinished Cabin,Drywall,1,Formed Seam Metal,1966,0,1,,,SEWER/SEPTIC INSTALLED
2020-08-03,388000,1596,0,0,0,400,0,Electric Baseboard,Frame Vinyl,Drywall,2,Composition Shingle,2002,3,3,,,SEWER/SEPTIC INSTALLED
2020-08-03,609000,2454,0,0,638,0,1,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,2020,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-10,456500,1296,0,0,640,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1996,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-10,360000,1477,0,216,0,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1910,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-07,460000,2299,0,0,397,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2013,4,3,,,SEWER/SEPTIC INSTALLED
2020-08-09,420000,1745,0,0,600,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1973,3,3,,,SEWER/SEPTIC INSTALLED
2020-08-10,386332,2417,0,0,396,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2020,5,3,,,SEWER/SEPTIC INSTALLED
2020-08-08,330000,2304,0,0,1280,0,0,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,1920,3,3,,,SEWER/SEPTIC INSTALLED
2020-07-29,765000,3709,0,0,538,0,1,Forced Air,Frame Siding,Drywall,2,Concrete Tile,2001,4,3,,View Good,SEWER/SEPTIC INSTALLED
2020-08-07,440000,2357,0,0,396,0,2,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2011,4,3,,,SEWER/SEPTIC INSTALLED
2020-07-31,405000,1597,0,0,420,0,1,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,1998,3,2,,,SEWER/SEPTIC INSTALLED
2020-07-29,330000,1432,0,0,0,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1986,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-06,965000,3871,0,1328,810,0,2,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,2011,4,5,,View Lim +,SEWER/SEPTIC INSTALLED
2020-08-10,200000,1568,0,0,420,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1998,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-03,405000,1888,0,0,440,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2006,3,3,,,SEWER/SEPTIC INSTALLED
2020-08-11,400000,1184,394,0,0,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1920,2,1,,,SEWER/SEPTIC INSTALLED
2020-08-06,380000,1592,0,0,461,0,0,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,2012,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-07,360000,1338,0,0,361,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2018,2,2,,,SEWER/SEPTIC INSTALLED
2020-08-11,260000,1104,0,0,280,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1997,2,2,,,SEWER/SEPTIC INSTALLED
2020-08-05,452000,2492,0,0,400,0,2,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2015,4,3,,,SEWER/SEPTIC INSTALLED
2020-08-11,630000,3728,0,0,580,0,1,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,1995,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-07,420000,1458,0,0,449,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2010,3,3,,,SEWER/SEPTIC INSTALLED
2020-08-11,660000,2244,0,0,484,0,2,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,1960,3,3,,,SEWER/SEPTIC INSTALLED
2020-08-06,815000,3221,0,0,720,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,2,Composition Shingle,2001,4,3,,,SEWER/SEPTIC INSTALLED
2020-08-07,475000,2745,0,0,490,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2018,4,3,,,SEWER/SEPTIC INSTALLED
2020-08-06,524950,1631,0,921,484,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1964,5,3,,,SEWER/SEPTIC INSTALLED
2020-08-03,435000,1120,0,1120,0,396,1,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,1945,4,2,,,SEWER/SEPTIC INSTALLED
2020-08-07,400000,1332,0,0,400,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1992,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-10,325000,1043,490,0,0,0,1,Floor/Wall Furnace,Frame Siding,Drywall,1,Composition Shingle,1920,4,1,,,SEWER/SEPTIC INSTALLED
2020-08-10,549900,2043,0,0,641,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2019,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-11,410000,1200,0,0,0,0,0,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,1900,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-07,309500,857,0,0,0,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1946,2,1,,,SEWER/SEPTIC INSTALLED
2020-08-07,326000,860,0,840,0,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1924,2,1,,,SEWER/SEPTIC INSTALLED
2020-08-06,432500,2520,0,0,460,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2006,4,3,,,SEWER/SEPTIC INSTALLED
2020-08-05,150146,2030,0,0,567,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2012,4,3,,,SEWER/SEPTIC INSTALLED
2020-08-06,427200,1826,0,0,419,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2005,4,3,,,SEWER/SEPTIC INSTALLED
2020-08-06,381000,1352,0,0,0,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1971,3,2,,,SEWER/SEPTIC INSTALLED
2020-07-31,335000,1244,0,0,400,0,0,Electric Baseboard,Frame Vinyl,Drywall,1,Composition Shingle,1995,3,2,,,SEWER/SEPTIC INSTALLED
2020-07-24,775000,3551,0,2289,0,0,1,Forced Air,Frame Siding,Drywall,2,Concrete Tile,1999,4,3,,,SEWER/SEPTIC INSTALLED
2020-08-09,1000000,2068,0,1008,0,1020,3,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1973,4,3,WF Salt,,SEWER/SEPTIC INSTALLED
2020-08-11,449950,1718,0,0,576,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1983,3,3,,,SEWER/SEPTIC INSTALLED
2020-08-12,325000,1082,516,100,0,0,0,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1919,3,1,,,SEWER/SEPTIC INSTALLED
2020-08-07,410000,2183,0,0,521,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,2002,3,3,,,SEWER/SEPTIC INSTALLED
2020-08-10,365000,1202,0,1092,0,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1962,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-07,400000,2100,0,0,228,0,1,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,1970,3,3,,,SEWER/SEPTIC INSTALLED
2020-07-31,360000,1480,0,0,0,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1973,3,1,,,SEWER/SEPTIC INSTALLED
2020-08-11,225000,1377,0,0,360,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1992,3,2,,,SEWER/SEPTIC INSTALLED
2020-07-29,441810,2288,0,0,400,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2020,4,3,,,SEWER/SEPTIC INSTALLED
2020-08-10,215000,1473,0,384,0,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1915,4,2,,,SEWER/SEPTIC INSTALLED
2020-08-05,450000,1528,0,0,624,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1991,4,2,,,SEWER/SEPTIC INSTALLED
2020-08-05,468000,3173,0,0,0,0,2,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,1997,3,3,,,SEWER/SEPTIC INSTALLED
2020-08-06,142288,1717,0,0,748,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1970,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-06,352000,1463,0,0,399,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1999,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-11,350000,1868,0,0,0,0,1,Electric Baseboard,Frame Vinyl,Drywall,1,Composition Shingle,1950,2,2,,,SEWER/SEPTIC INSTALLED
2020-08-07,450000,2481,0,0,570,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2011,4,3,,,SEWER/SEPTIC INSTALLED
2020-08-04,457000,2862,0,0,630,0,1,Heat Pump,Frame Vinyl,Drywall,2,Composition Shingle,1978,4,3,,View Lim,SEWER/SEPTIC INSTALLED
2020-08-03,637967,2609,0,0,844,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2020,4,3,,View Lim,SEWER/SEPTIC INSTALLED
2020-08-11,555000,2374,0,0,936,0,2,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1990,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-07,545000,1782,0,0,484,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1996,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-12,370000,1672,0,0,364,0,2,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1969,3,2,,,SEWER/SEPTIC INSTALLED
2020-07-22,550000,2204,0,0,516,0,1,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,1994,4,3,,,SEWER/SEPTIC INSTALLED
2020-08-05,372380,1824,0,0,336,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,2,Composition Shingle,2006,4,3,,,SEWER/SEPTIC INSTALLED
2020-08-06,375000,839,472,839,0,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1919,4,1,,,SEWER/SEPTIC INSTALLED
2020-08-06,515000,2664,0,0,888,0,1,Forced Air,Frame Vinyl,Drywall,2,Composition Shingle,1999,3,3,,,SEWER/SEPTIC INSTALLED
2020-08-10,451500,1337,0,0,528,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1994,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-10,569950,2197,0,0,428,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2020,3,3,,,SEWER/SEPTIC INSTALLED
2020-08-07,415000,1636,0,0,400,0,1,Heat Pump,Frame Vinyl,Drywall,1,Composition Shingle,1994,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-09,405000,1168,0,0,308,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1976,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-05,453000,2541,0,0,399,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2006,4,3,,,SEWER/SEPTIC INSTALLED
2020-07-28,795500,3286,0,0,650,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2018,4,3,,View Lim,SEWER/SEPTIC INSTALLED
2020-08-05,435000,1498,0,0,555,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1976,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-10,405000,1967,0,0,634,0,1,Forced Air,Frame Siding,Drywall,2,Wood Shake,1999,4,3,,,SEWER/SEPTIC INSTALLED
2020-08-11,230000,1280,0,0,0,0,0,Warm and Cool Air Zone,Frame Vinyl,Drywall,1,Composition Shingle,1974,3,1,,,SEWER/SEPTIC INSTALLED
2020-08-12,634275,2945,0,0,623,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2020,5,3,,,SEWER/SEPTIC INSTALLED
2020-08-11,692450,580,0,580,0,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1950,1,1,,View Lim -,SEWER/SEPTIC INSTALLED
2020-07-24,600000,1736,0,0,0,936,3,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1944,2,2,,,SEWER/SEPTIC INSTALLED
2020-07-29,607608,2348,0,0,440,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2020,3,3,,,SEWER/SEPTIC INSTALLED
2020-07-29,405000,1496,0,0,420,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1992,3,3,,,SEWER/SEPTIC INSTALLED
2020-08-10,347500,1677,0,0,0,0,1,Forced Air,Frame Vinyl,Drywall,1,Composition Shingle,1950,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-11,545000,3017,0,0,764,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,2,Composition Shingle,2006,5,3,,,SEWER/SEPTIC INSTALLED
2020-08-12,405000,2348,0,0,510,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2013,4,3,,,SEWER/SEPTIC INSTALLED
2020-08-12,270000,1672,0,0,300,0,1,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,1972,4,2,,,SEWER/SEPTIC INSTALLED
2020-08-05,583500,2089,0,0,661,0,1,Forced Air,Frame Siding,Drywall,2,Wood Shake,2000,4,3,,,SEWER/SEPTIC INSTALLED
2020-08-11,625000,3000,0,0,680,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2014,4,3,,,SEWER/SEPTIC INSTALLED
2020-07-30,507000,2780,0,0,742,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2020,4,3,,,SEWER/SEPTIC INSTALLED
2020-08-06,1150000,1568,0,1576,0,816,1,Heat Pump,Masonry Common Brick,Drywall,1,Concrete Tile,1948,4,2,WF Lake,,SEWER/SEPTIC INSTALLED
2020-07-30,346000,1404,0,0,520,0,1,Forced Air,Masonry Common Brick,Drywall,1,Composition Shingle,1954,3,2,,,SEWER/SEPTIC INSTALLED
2020-07-17,464950,2388,0,0,400,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2020,4,2,,,SEWER/SEPTIC INSTALLED
2020-08-10,364000,1804,0,0,576,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1976,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-12,27750,1088,0,0,0,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1902,2,1,,,SEWER/SEPTIC INSTALLED
2020-08-12,687950,2241,0,1603,0,0,1,Heat Pump,Frame Siding,Drywall,1,Concrete Tile,1996,2,1,,View Lim,SEWER/SEPTIC INSTALLED
2020-08-12,725000,3506,0,0,670,0,2,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2007,4,3,,,SEWER/SEPTIC INSTALLED
2020-08-07,268000,1396,0,0,312,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1973,4,2,,,SEWER/SEPTIC INSTALLED
2020-08-04,511100,2760,0,0,444,0,2,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2020,4,3,,,SEWER/SEPTIC INSTALLED
2020-08-05,367000,990,0,0,500,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1994,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-10,310000,988,0,988,0,0,1,No Heat,Frame Siding,Drywall,1,Composition Shingle,1930,2,1,,,SEWER/SEPTIC INSTALLED
2020-08-10,270000,843,0,0,245,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1970,2,1,,,SEWER/SEPTIC INSTALLED
2020-07-28,450000,1765,0,0,513,0,1,Heat Pump,Frame Siding,Drywall,2,Composition Shingle,1967,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-03,380000,1630,0,0,485,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1987,3,2,,,SEWER/SEPTIC INSTALLED
2020-07-24,985000,1944,0,0,0,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1920,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-07,457000,1855,0,0,584,1656,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1980,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-12,250500,1546,0,0,480,440,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1959,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-11,500000,2204,0,0,588,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1975,4,3,,,SEWER/SEPTIC INSTALLED
2020-08-03,555950,1739,0,0,460,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,1,Composition Shingle,2018,2,2,,,SEWER/SEPTIC INSTALLED
2020-08-13,310000,836,0,0,0,0,0,Electric Baseboard,Frame Vinyl,Drywall,1,Composition Shingle,1941,2,1,,,SEWER/SEPTIC INSTALLED
2020-08-06,462350,1434,0,1434,0,0,1,Electric Baseboard,Masonry Common Brick,Drywall,1,Composition Shingle,1950,5,3,,,SEWER/SEPTIC INSTALLED
2020-08-13,90000,798,0,0,0,0,0,No Heat,Frame Siding,Drywall,1,Composition Shingle,1920,2,1,,,SEWER/SEPTIC INSTALLED
2020-08-07,508940,2692,0,0,441,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2020,4,3,,,SEWER/SEPTIC INSTALLED
2020-07-17,414950,1940,0,0,400,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2020,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-11,670000,3332,0,0,720,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2009,4,3,,View Lim,SEWER/SEPTIC INSTALLED
2020-08-06,410000,1766,0,0,528,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1999,3,3,,,SEWER/SEPTIC INSTALLED
2020-08-11,275000,1688,0,924,0,0,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1890,4,1,,,SEWER/SEPTIC INSTALLED
2020-08-07,543000,2305,0,0,400,0,2,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1962,3,3,,,SEWER/SEPTIC INSTALLED
2020-08-07,483442,1886,0,0,400,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,2020,4,2,,,SEWER/SEPTIC INSTALLED
2020-08-10,405000,1941,0,0,494,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1992,4,2,,,SEWER/SEPTIC INSTALLED
2020-08-05,355000,1607,0,0,424,0,0,Electric Baseboard,Frame Siding,Drywall,2,Composition Shingle,2015,4,2,,,SEWER/SEPTIC INSTALLED
2020-07-29,480000,4036,0,0,616,0,1,Forced Air,Frame Siding,Drywall,1,Concrete Tile,1972,7,3,,,SEWER/SEPTIC INSTALLED
2020-08-13,360000,1499,0,0,400,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2002,3,3,,,SEWER/SEPTIC INSTALLED
2020-07-18,694728,3264,0,0,580,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2015,5,3,,,SEWER/SEPTIC INSTALLED
2020-08-11,459500,1736,0,0,528,0,1,Electric Baseboard,Frame Siding,Drywall,1,Composition Shingle,1977,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-10,479000,1808,0,1024,0,0,1,Forced Air,Frame Stucco,Drywall,2,Composition Shingle,1927,4,2,,,SEWER/SEPTIC INSTALLED
2020-08-06,358000,1576,0,0,424,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2000,3,3,,,SEWER/SEPTIC INSTALLED
2020-08-10,443000,1292,0,280,0,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1921,4,1,,,SEWER/SEPTIC INSTALLED
2020-08-11,320000,1452,0,338,0,320,0,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1912,4,2,,,SEWER/SEPTIC INSTALLED
2020-08-07,510000,2354,0,0,0,720,1,Heat Pump,Frame Siding,Drywall,1,Composition Shingle,1968,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-10,450000,2596,0,0,668,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2001,4,3,,,SEWER/SEPTIC INSTALLED
2020-08-12,401000,1322,0,0,400,0,0,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1993,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-11,845000,1645,0,1200,675,0,1,Warm and Cool Air Zone,Frame Siding,Drywall,1,Composition Shingle,2020,4,3,,View Avg,SEWER/SEPTIC INSTALLED
2020-08-10,300000,1311,0,0,462,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1999,3,2,,,SEWER/SEPTIC INSTALLED
2020-07-17,554950,3072,0,0,460,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2020,5,3,,,SEWER/SEPTIC INSTALLED
2020-08-11,640500,2214,0,1140,506,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1961,4,2,,,SEWER/SEPTIC INSTALLED
2020-08-04,425000,1008,0,1008,308,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1953,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-06,460000,960,0,960,528,0,0,Forced Air,Frame Siding,Drywall,1,Formed Seam Metal,2004,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-12,900000,2210,0,1050,528,0,1,Hot Water Baseboard,Frame Siding,Drywall,1,Formed Seam Metal,2007,3,3,WF Salt,,SEWER/SEPTIC INSTALLED
2020-08-11,315000,1232,0,0,288,0,1,Electric Baseboard,Frame Vinyl,Drywall,1,Composition Shingle,1967,3,1,,,SEWER/SEPTIC INSTALLED
2020-07-29,661500,3143,0,1162,0,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2020,4,3,,,SEWER/SEPTIC INSTALLED
2020-08-12,874500,2634,0,0,638,0,2,Warm and Cool Air Zone,Frame Siding,Drywall,1,Composition Shingle,2015,3,3,,,SEWER/SEPTIC INSTALLED
2020-08-07,348000,1334,0,0,0,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1976,3,2,,,SEWER/SEPTIC INSTALLED
2020-08-10,655000,2556,0,1016,560,0,2,Forced Air,Frame Siding,Drywall,2,Composition Shingle,2006,4,4,,View Lim -,SEWER/SEPTIC INSTALLED
2020-08-13,480000,2549,0,0,462,0,1,Forced Air,Frame Siding,Drywall,2,Composition Shingle,1980,4,3,,,SEWER/SEPTIC INSTALLED
2020-08-11,440000,1421,0,0,0,0,1,Forced Air,Frame Siding,Drywall,1,Composition Shingle,1964,4,2,,,SEWER/SEPTIC INSTALLED
